author_type,floor,floors_count,rooms_count,total_meters,price,district,street,underground,coordinates_of_underground
real_estate_agent,5,28,4,80.1,38900000.0,Очаково-Матвеевское,Аминьевское шоссе,Аминьевская,"(55.697189, 37.464931)"
realtor,2,9,4,111.0,39000000.0,Таганский,Новоспасский переулок,Пролетарская,"(55.731546, 37.666917)"
real_estate_agent,39,42,4,94.0,39000000.0,Раменки, Лобачевского,Аминьевская,"(55.697189, 37.464931)"
real_estate_agent,8,13,4,88.2,39000000.0,Даниловский,проспект Лихачева,Технопарк,"(55.695, 37.664167)"
real_estate_agent,12,16,4,103.9,38990000.0,Сокол, Зорге,Зорге,"(55.787778, 37.504444)"
real_estate_agent,6,6,4,84.0,38999000.0,Хамовники,Малая Пироговская ,Фрунзенская,"(55.727462, 37.58022)"
realtor,2,5,4,81.7,39000000.0,Тверской,4-я Тверская-Ямская ,Маяковская,"(55.769808, 37.596192)"
realtor,5,5,4,98.6,39000000.0,Тверской,Долгоруковская ,Новослободская,"(55.779606, 37.601252)"
real_estate_agent,19,20,4,119.0,39000000.0,Обручевский, Островитянова,Коньково,"(55.631857, 37.519156)"
real_estate_agent,13,43,4,105.0,39000000.0,Пресненский,Шмитовский проезд,Шелепиха,"(55.757116, 37.524067)"
real_estate_agent,19,20,4,124.4,39000000.0,Обручевский, Островитянова,Коньково,"(55.631857, 37.519156)"
realtor,3,9,4,100.0,39000000.0,Щукино, Маршала Рыбалко,Октябрьское поле,"(55.793581, 37.493317)"
real_estate_agent,4,6,4,87.3,39000000.0,Хамовники,Малая Пироговская ,Фрунзенская,"(55.727462, 37.58022)"
real_estate_agent,8,13,4,92.0,39000000.0,Даниловский,проспект Лихачева,Технопарк,"(55.695, 37.664167)"
real_estate_agent,4,6,4,87.3,39000000.0,Хамовники,Малая Пироговская ,Фрунзенская,"(55.727462, 37.58022)"
real_estate_agent,8,13,4,92.0,39000000.0,Даниловский,проспект Лихачева,Технопарк,"(55.695, 37.664167)"
realtor,4,6,4,82.0,39000000.0,Сокол,Новопесчаная ,Зорге,"(55.787778, 37.504444)"
real_estate_agent,43,54,4,90.0,39000000.0,Савеловский,2-я Хуторская ,Дмитровская,"(55.808056, 37.581734)"
real_estate_agent,14,33,4,83.4,38650000.0,Хорошево-Мневники,Причальный проезд,Шелепиха,"(55.757116, 37.524067)"
realtor,8,8,4,103.0,38800000.0,Таганский, Рогожский Вал,Площадь Ильича,"(55.747115, 37.680726)"
realtor,4,6,4,87.3,39000000.0,Хамовники,Малая Пироговская ,Фрунзенская,"(55.727462, 37.58022)"
realtor,10,22,4,117.6,39250000.0,Кунцево,Истринская ,Кунцевская,"(55.728707, 37.445985)"
real_estate_agent,14,20,4,97.6,39800000.0,Филевский парк,Большая Филевская ,Фили,"(55.746763, 37.514035)"
real_estate_agent,17,22,4,110.0,39700000.0,Покровское-Стрешнево,Волоколамское шоссе,Спартак,"(55.8182, 37.4352)"
realtor,8,21,4,130.0,39500000.0,Тропарево-Никулино, Академика Анохина,Юго-Западная,"(55.663146, 37.482852)"
real_estate_agent,4,5,4,106.9,39500000.0,Замоскворечье,1-й Щипковский переулок,Серпуховская,"(55.726548, 37.624792)"
real_estate_agent,22,22,4,100.2,39500000.0,Обручевский, Новаторов,Новаторская,"(55.669823, 37.52218)"
real_estate_agent,2,14,4,121.0,39500000.0,Очаково-Матвеевское, Наташи Ковшовой,Очаково,"(55.683611, 37.451389)"
real_estate_agent,8,9,4,90.0,39800000.0,Пресненский,Васильевская ,Маяковская,"(55.769808, 37.596192)"
real_estate_agent,10,28,4,101.8,40000000.0,Хорошево-Мневники, Народного Ополчения,Народное Ополчение,"(55.775697, 37.485071)"
real_estate_agent,4,26,4,92.2,39850000.0,Головинский,Кронштадтский бульвар,Водный стадион,"(55.838978, 37.487515)"
real_estate_agent,8,46,4,101.6,39990000.0,Обручевский, Академика Волгина,Калужская,"(55.656682, 37.540075)"
real_estate_agent,17,31,4,95.0,40000000.0,Раменки, Лобачевского,Аминьевская,"(55.697189, 37.464931)"
real_estate_agent,16,24,4,115.0,40000000.0,Черемушки,Херсонская ,Калужская,"(55.656682, 37.540075)"
realtor,17,19,4,128.2,39900000.0,Коньково, Бутлерова,Калужская,"(55.656682, 37.540075)"
realtor,8,17,4,100.0,39999999.0,Хамовники,Смоленский бульвар,Парк Культуры,"(55.736163, 37.595027)"
real_estate_agent,23,29,4,99.9,40000000.0,Нагатино-Садовники,Варшавское шоссе,Нагатинская,"(55.682099, 37.620917)"
real_estate_agent,2,17,4,137.3,39900000.0,Тропарево-Никулино,Никулинская ,Озёрная,"(55.6698, 37.4495)"
real_estate_agent,7,23,4,120.0,40000000.0,Южное Бутово,Старокрымская ,Улица Скобелевская,"(55.548103, 37.552721)"
realtor,8,43,4,114.0,39900000.0,Хорошевский,Хорошевское шоссе,Беговая,"(55.773505, 37.545518)"
realtor,2,9,4,106.6,40000000.0,Дорогомилово,Кутузовский проспект,Киевская,"(55.743117, 37.564132)"
real_estate_agent,3,4,4,98.4,40000000.0,Басманный,Новорязанская ,Комсомольская,"(55.774072, 37.654565)"
real_estate_agent,11,20,4,88.0,40000000.0,Очаково-Матвеевское,м. Мичуринский проспект,Мичуринский проспект,"(55.688203, 37.485304)"
realtor,2,8,4,100.3,39950000.0,Пресненский,Рочдельская ,Краснопресненская,"(55.760378, 37.577114)"
real_estate_agent,17,29,4,104.0,40000000.0,Богородское,Погонный проезд,Белокаменная,"(55.83, 37.700556)"
realtor,2,9,4,102.0,39900000.0,Даниловский,Хавская ,Шаболовская,"(55.718828, 37.607892)"
real_estate_agent,6,6,4,115.0,40000000.0,Тверской,Краснопролетарская ,Новослободская,"(55.779606, 37.601252)"
real_estate_agent,7,9,4,122.3,39900000.0,Мещанский,проспект Мира,Рижская,"(55.792494, 37.636114)"
real_estate_agent,5,12,4,103.0,40000000.0,Басманный,Бакунинская ,Бауманская,"(55.772405, 37.67904)"
real_estate_agent,3,4,4,103.7,40000000.0,Тверской,3-я Тверская-Ямская ,Маяковская,"(55.769808, 37.596192)"
real_estate_agent,2,8,4,103.0,40000000.0,Дорогомилово,Кутузовский проспект,Парк Победы,"(55.735679, 37.516865)"
real_estate_agent,1,24,4,137.7,39900000.0,Можайский, Толбухина,Сетунь,"(55.724211, 37.398473)"
real_estate_agent,3,5,4,120.0,40000000.0,Покровское-Стрешнево,Летная ,Тушинская,"(55.825479, 37.437024)"
realtor,10,17,4,97.0,39900000.0,Раменки,Мичуринский проспект,Раменки,"(55.697691, 37.498725)"
realtor,7,18,4,90.0,40000000.0,Беговой,Ленинградский проспект,Динамо,"(55.789704, 37.558212)"
real_estate_agent,36,43,4,98.0,40000000.0,Раменки, Василия Ланового,Аминьевская,"(55.697189, 37.464931)"
homeowner,2,9,4,64.0,11990000.0,Солнцево,Родниковая ,Солнцево,"(55.649, 37.3911)"
realtor,9,9,4,63.2,12200000.0,Ивановское, Сталеваров,Новогиреево,"(55.752237, 37.814587)"
real_estate_agent,4,9,4,63.2,12300000.0,Солнцево,Родниковая ,Новопеределкино,"(55.6385, 37.3544)"
realtor,1,4,4,103.0,12900000.0,Савеловский,Мирской переулок,Петровский Парк,"(55.791957, 37.557322)"
realtor,2,9,4,62.6,13000000.0,Бирюлево Западное,Востряковский проезд,Пражская,"(55.610962, 37.602386)"
realtor,4,9,4,62.5,13000000.0,Чертаново Центральное,Чертановская ,Пражская,"(55.610962, 37.602386)"
realtor,2,9,4,62.4,13250000.0,Бирюлево Западное,Востряковский проезд,Битца,"(55.571174, 37.611464)"
realtor,9,9,4,63.9,13300000.0,Орехово-Борисово Южное,Домодедовская ,Домодедовская,"(55.610131, 37.717111)"
real_estate_agent,1,2,4,90.0,13500000.0,Пресненский, Пресненский Вал,Улица 1905 года,"(55.763944, 37.562271)"
unknown,9,9,4,62.7,13500000.0,Восточное Дегунино,Дубнинская ,Дегунино,"(55.865576, 37.573232)"
unknown,7,9,4,62.6,13600000.0,Бибирево, Лескова,Алтуфьево,"(55.899034, 37.586473)"
real_estate_agent,5,9,4,64.2,13800000.0,Ясенево, Рокотова,Новоясеневская,"(55.601947, 37.553017)"
homeowner,6,11,4,70.8,13900000.0,Молжаниновский,Северный ао,Новоподрезково,"(55.936389, 37.351667)"
realtor,1,14,4,73.8,13999999.0,Марьино,Подольская ,Курьяново,"(55.649855, 37.701439)"
real_estate_agent,4,12,4,62.4,14000000.0,Бирюлево Западное,Булатниковская ,Битца,"(55.571174, 37.611464)"
realtor,2,9,4,62.7,13999000.0,Выхино-Жулебино,Ташкентский переулок,Юго-Восточная,"(55.705351, 37.817995)"
unknown,3,9,4,63.0,14050000.0,Гольяново,Новосибирская ,Щёлковская,"(55.809962, 37.798261)"
realtor,3,9,4,64.0,14500000.0,Вешняки,Вешняковская ,Новогиреево,"(55.752237, 37.814587)"
realtor,1,9,4,64.0,14500000.0,Печатники, Гурьянова,Печатники,"(55.692921, 37.728338)"
realtor,2,9,4,68.1,14990000.0,Косино-Ухтомский,Оренбургская ,Улица Дмитриевского,"(55.710311, 37.879045)"
unknown,2,9,4,61.5,15000000.0,Чертаново Южное,Чертановская ,Улица Академика Янгеля,"(55.596753, 37.601498)"
real_estate_agent,6,12,4,70.0,15200000.0,Алтуфьевский,Путевой проезд,Бескудниково,"(55.882182, 37.567689)"
real_estate_agent,9,9,4,75.0,15300000.0,Бирюлево Восточное,Лебедянская ,Царицыно,"(55.620982, 37.669612)"
real_estate_agent,4,9,4,64.0,15400000.0,Гольяново,Хабаровская ,Щёлковская,"(55.809962, 37.798261)"
realtor,3,9,4,62.7,15500000.0,Дмитровский,Карельский бульвар,Лианозово,"(55.898614, 37.544854)"
realtor,2,9,4,62.8,15500000.0,Зябликово,Кустанайская ,Красногвардейская,"(55.614075, 37.742697)"
unknown,6,9,4,64.7,15500000.0,Люблино,Совхозная ,Люблино,"(55.676596, 37.761639)"
unknown,2,9,4,63.9,15600000.0,Орехово-Борисово Северное,Каширское шоссе,Домодедовская,"(55.610131, 37.717111)"
homeowner,3,9,4,62.4,15850000.0,Чертаново Центральное, Красного Маяка,Пражская,"(55.610962, 37.602386)"
homeowner,4,5,4,63.0,15800000.0,Косино-Ухтомский,Оренбургская ,Улица Дмитриевского,"(55.710311, 37.879045)"
realtor,7,9,4,62.7,15900000.0,Рязанский,Зеленодольская ,Окская,"(55.718623, 37.781272)"
realtor,6,9,4,63.0,15933000.0,Южное Тушино,Штурвальная ,Сходненская,"(55.84926, 37.44076)"
homeowner,2,9,4,68.1,16000000.0,Косино-Ухтомский,Оренбургская ,Улица Дмитриевского,"(55.710311, 37.879045)"
real_estate_agent,8,9,4,64.0,16200000.0,Рязанский,Зарайская ,Плющево,"(55.730556, 37.774167)"
real_estate_agent,1,9,4,77.9,16200000.0,Ховрино,Онежская ,Грачёвская,"(55.869444, 37.509167)"
homeowner,4,9,4,75.9,16300000.0,Бирюлево Восточное,Бирюлевская ,Покровское,"(55.602968, 37.632071)"
realtor,3,14,4,78.0,16400000.0,Ново-Переделкино, Скульптора Мухиной,Новопеределкино,"(55.6385, 37.3544)"
realtor,1,9,4,62.5,16500000.0,Ясенево, Айвазовского,Ясенево,"(55.606182, 37.5334)"
real_estate_agent,7,9,4,63.4,16500000.0,Чертаново Южное,Чертановская ,Улица Академика Янгеля,"(55.596753, 37.601498)"
homeowner,6,16,4,71.4,16500000.0,Можайский,Беловежская ,Сетунь,"(55.724211, 37.398473)"
homeowner,2,12,4,73.6,16800000.0,Алтуфьевский,Путевой проезд,Бескудниково,"(55.882182, 37.567689)"
realtor,2,12,4,77.0,16950000.0,Люблино,Ставропольская ,Люблино,"(55.676596, 37.761639)"
homeowner,1,14,4,77.2,16900000.0,Южное Медведково,Ясный проезд,Отрадное,"(55.864273, 37.605066)"
homeowner,4,9,4,63.0,16900000.0,Ясенево,Новоясеневский проспект,Новоясеневская,"(55.601947, 37.553017)"
real_estate_agent,1,5,4,75.2,17100000.0,Перово,3-я Владимирская ,Перово,"(55.75098, 37.78422)"
real_estate_agent,2,12,4,78.8,17100000.0,Отрадное,Алтуфьевское шоссе,Владыкино,"(55.847222, 37.591944)"
homeowner,1,9,4,77.7,17200000.0,Коньково,Профсоюзная ,Коньково,"(55.631857, 37.519156)"
homeowner,9,9,4,64.2,17300000.0,Чертаново Центральное,Днепропетровская ,Южная,"(55.622436, 37.609047)"
real_estate_agent,5,5,4,75.5,17500000.0,Даниловский,5-я Кожуховская ,Автозаводская,"(55.706634, 37.657008)"
unknown,1,5,4,55.0,17500000.0,Северное Измайлово,Никитинская ,Измайловская,"(55.787713, 37.779896)"
homeowner,5,9,4,65.4,17500000.0,Косино-Ухтомский,Большая Косинская ,Косино,"(55.703423, 37.851305)"
realtor,11,12,4,83.8,17600000.0,Зябликово,Шипиловская ,Шипиловская,"(55.621667, 37.743611)"
homeowner,2,9,4,64.4,17800000.0,Солнцево, 50 лет Октября,Говорово,"(55.6588, 37.4174)"
realtor,3,12,4,79.0,18000000.0,Бибирево, Корнейчука,Бибирево,"(55.883868, 37.603011)"
realtor,2,12,4,75.5,17900000.0,Коптево,проезд Черепановых,Лихоборы,"(55.855143, 37.561589)"
real_estate_agent,1,12,4,75.8,18000000.0,Отрадное, Бестужевых,Отрадное,"(55.864273, 37.605066)"
unknown,8,20,4,102.0,18000000.0,Бирюлево Восточное,6-я Радиальная ,Царицыно,"(55.620982, 37.669612)"
homeowner,9,9,4,70.0,17999999.0,Покровское-Стрешнево,1-й Тушинский проезд,Тушинская,"(55.825479, 37.437024)"
realtor,2,12,4,75.3,18200000.0,Отрадное, Санникова,Отрадное,"(55.864273, 37.605066)"
realtor,3,16,4,72.0,18300000.0,Новогиреево,2-я Владимирская ,Перово,"(55.75098, 37.78422)"
homeowner,19,19,4,88.4,18400000.0,Некрасовка,Рождественская ,Некрасовка,"(55.702967, 37.92803)"
realtor,9,16,4,70.0,18500000.0,Обручевский, Обручева,Калужская,"(55.656682, 37.540075)"
homeowner,4,9,4,95.6,18500000.0,Южное Бутово,Южнобутовская ,Бунинская аллея,"(55.537977, 37.515899)"
unknown,4,5,4,87.6,18500000.0,Лефортово,шоссе Энтузиастов,Авиамоторная,"(55.751933, 37.717444)"
real_estate_agent,5,5,4,105.0,19000000.0,Текстильщики, Чистова,Печатники,"(55.692921, 37.728338)"
real_estate_agent,24,34,4,76.0,18990000.0,Южное Бутово, Поляны,Улица Скобелевская,"(55.548103, 37.552721)"
homeowner,4,14,4,85.0,19000000.0,Южное Бутово,2-я Мелитопольская ,Бутово,"(55.541698, 37.57068)"
unknown,1,5,4,88.1,19000000.0,Лефортово,шоссе Энтузиастов,Авиамоторная,"(55.751933, 37.717444)"
unknown,22,22,4,100.7,19100000.0,Ново-Переделкино,Чоботовская ,Новопеределкино,"(55.6385, 37.3544)"
homeowner,2,12,4,85.0,19200000.0,Люблино,Краснодарская ,Люблино,"(55.676596, 37.761639)"
developer,11,30,4,83.6,19424397.0,Южное Бутово,м. Бунинская аллея,Бунинская аллея,"(55.537977, 37.515899)"
real_estate_agent,5,14,4,84.0,19500000.0,Северное Бутово, Грина,Бульвар Дмитрия Донского,"(55.568201, 37.576856)"
real_estate_agent,5,5,4,80.9,19500000.0,Измайлово,7-я Парковая ,Щёлковская,"(55.809962, 37.798261)"
realtor,2,16,4,100.0,19500000.0,Чертаново Северное,Северное Чертаново мкр,Чертановская,"(55.640538, 37.606065)"
realtor,11,22,4,99.0,19700000.0,Марьино,Поречная ,Марьино,"(55.649158, 37.743844)"
realtor,4,5,4,100.0,19900000.0,Рязанский,1-я Новокузьминская ,Рязанский проспект,"(55.716139, 37.792694)"
realtor,6,23,4,101.0,19980000.0,Ярославский,Ярославское шоссе,Медведково,"(55.888103, 37.661562)"
homeowner,1,16,4,70.0,19800000.0,Обручевский, Обручева,Новаторская,"(55.669823, 37.52218)"
realtor,3,14,4,84.8,19850000.0,Новокосино,Суздальская ,Новокосино,"(55.745113, 37.864052)"
realtor,3,14,4,84.0,20000000.0,Выхино-Жулебино, Генерала Кузнецова,Жулебино,"(55.684722, 37.855833)"
realtor,1,12,4,92.0,20000000.0,Южное Бутово, Адмирала Лазарева,Улица Горчакова,"(55.542281, 37.532063)"
unknown,4,12,4,89.1,20000000.0,Новокосино,Суздальская ,Новокосино,"(55.745113, 37.864052)"
homeowner,1,17,4,98.0,20000000.0,Некрасовка,2-я Вольская ,Люберцы,"(55.681667, 37.896944)"
real_estate_agent,2,12,4,82.0,20350000.0,Бибирево, Коненкова,Бибирево,"(55.883868, 37.603011)"
realtor,8,22,4,100.3,20400000.0,Братеево, Борисовские Пруды,Алма-Атинская,"(55.63349, 37.765678)"
realtor,1,5,4,98.6,20500000.0,Текстильщики,1-й Саратовский проезд,Текстильщики,"(55.707725, 37.728406)"
realtor,5,12,4,79.8,20500000.0,Бутырский, Милашенкова,Фонвизинская,"(55.822778, 37.588056)"
homeowner,8,14,4,91.4,20500000.0,Некрасовка, Маресьева,Некрасовка,"(55.702967, 37.92803)"
real_estate_agent,12,12,4,96.7,21000000.0,Косино-Ухтомский,Святоозерская ,Лухмановская,"(55.708516, 37.900569)"
real_estate_agent,2,14,4,75.1,21000000.0,Можайский,Дорогобужская ,Рабочий посёлок,"(55.726918, 37.417877)"
realtor,4,12,4,84.1,21000000.0,Перово,Зеленый проспект,Перово,"(55.75098, 37.78422)"
real_estate_agent,5,22,4,101.0,21500000.0,Северный,Челобитьевское шоссе,Марк,"(55.740746, 37.65604)"
realtor,4,5,4,98.4,21500000.0,Восточное Измайлово,Средняя Первомайская ,Первомайская,"(55.794376, 37.799364)"
homeowner,13,15,4,96.0,21500000.0,Некрасовка, Маресьева,Некрасовка,"(55.702967, 37.92803)"
homeowner,1,9,4,79.0,21500000.0,Сокольники, Гастелло,Электрозаводская,"(55.782057, 37.7053)"
homeowner,2,14,4,86.1,21500000.0,Северное Бутово,Старобитцевская ,Бульвар Дмитрия Донского,"(55.568201, 37.576856)"
real_estate_agent,3,22,4,98.4,21700000.0,Выхино-Жулебино,Пронская ,Лермонтовский проспект,"(55.702036, 37.851044)"
realtor,2,16,4,71.0,21800000.0,Нагатинский затон,проспект Андропова,Коломенская,"(55.677423, 37.663719)"
unknown,3,12,4,93.0,21700000.0,Перово, Лазо,Перово,"(55.75098, 37.78422)"
realtor,3,17,4,90.6,21799000.0,Люблино,Белореченская ,Люблино,"(55.676596, 37.761639)"
realtor,9,9,4,98.0,22000000.0,Кузьминки, Федора Полетаева,Рязанский проспект,"(55.716139, 37.792694)"
realtor,2,16,4,70.3,22000000.0,Нагатинский затон,проспект Андропова,Коломенская,"(55.677423, 37.663719)"
homeowner,2,5,4,83.8,22000000.0,Лефортово,3-я Кабельная ,Авиамоторная,"(55.751933, 37.717444)"
homeowner,8,16,4,101.0,22000000.0,Северный,Долгопрудная аллея,Долгопрудная,"(55.938143, 37.520986)"
homeowner,3,25,4,82.5,22000000.0,Люблино,Люблинская ,Перерва,"(55.661415, 37.716998)"
homeowner,8,33,4,80.0,22000000.0,Чертаново Южное, Газопровод,Красный Строитель,"(55.589798, 37.615093)"
realtor,5,5,4,67.7,22220000.0,Останкинский,Звездный бульвар,ВДНХ,"(55.819626, 37.640751)"
real_estate_agent,1,8,4,62.0,22500000.0,Ломоносовский,Ленинский проспект,Университет,"(55.69329, 37.534511)"
real_estate_agent,1,4,4,80.0,22300000.0,Таганский,Сибирский проезд,Волгоградский проспект,"(55.725546, 37.685197)"
realtor,3,9,4,76.0,22500000.0,Академический, Шверника,Академическая,"(55.687147, 37.5723)"
unknown,3,5,4,100.0,22500000.0,Восточное Измайлово,Первомайская ,Первомайская,"(55.794376, 37.799364)"
realtor,2,12,4,78.0,22500000.0,Отрадное, Декабристов,Отрадное,"(55.864273, 37.605066)"
real_estate_agent,2,12,4,85.6,22900000.0,Северное Тушино, Свободы,Планерная,"(55.859676, 37.436808)"
realtor,5,19,4,90.0,22900000.0,Солнцево, Авиаторов,Солнцево,"(55.649, 37.3911)"
real_estate_agent,6,6,4,101.0,22950000.0,Перово,1-я Владимирская ,Перово,"(55.75098, 37.78422)"
realtor,6,6,4,101.0,22950000.0,Перово,1-я Владимирская ,Перово,"(55.75098, 37.78422)"
homeowner,10,12,4,80.3,22900000.0,Перово,Зеленый проспект,Перово,"(55.75098, 37.78422)"
homeowner,1,7,4,88.7,22900000.0,Останкинский,Большая Марьинская ,Алексеевская,"(55.807794, 37.638699)"
homeowner,2,14,4,84.0,22900000.0,Коптево,проезд Черепановых,Коптево,"(55.839637, 37.520037)"
real_estate_agent,13,17,4,86.0,23000000.0,Марьино, Верхние Поля,Братиславская,"(55.658817, 37.748415)"
realtor,3,5,4,98.2,23000000.0,Лефортово,Боровая ,Сортировочная,"(55.763611, 37.720833)"
realtor,2,14,4,75.0,23000000.0,Лефортово,Солдатский переулок,Лефортово,"(55.764693, 37.706757)"
real_estate_agent,4,16,4,85.3,23000000.0,Отрадное, Римского-Корсакова,Отрадное,"(55.864273, 37.605066)"
realtor,2,14,4,86.1,23000000.0,Хорошево-Мневники, Мневники,Народное Ополчение,"(55.775697, 37.485071)"
realtor,2,14,4,75.0,23000000.0,Лефортово,Солдатский переулок,Лефортово,"(55.764693, 37.706757)"
realtor,5,17,4,92.6,23200000.0,Ново-Переделкино,Лукинская ,Новопеределкино,"(55.6385, 37.3544)"
unknown,3,24,4,82.5,23100000.0,Орехово-Борисово Южное,Каширское шоссе,Зябликово,"(55.611944, 37.745278)"
unknown,4,5,4,98.0,23300000.0,Богородское,Бойцовая ,Бульвар Рокоссовского,"(55.814916, 37.732227)"
realtor,5,10,4,91.2,23600000.0,Выхино-Жулебино, Авиаконструктора Миля,Жулебино,"(55.684722, 37.855833)"
real_estate_agent,1,6,4,77.2,23500000.0,Сокол,Новопесчаная ,Сокол,"(55.805564, 37.515245)"
real_estate_agent,5,10,4,84.1,23500000.0,Лефортово,Авиамоторная ,Авиамоторная,"(55.751933, 37.717444)"
unknown,1,14,4,91.6,23500000.0,Южное Бутово, Адмирала Лазарева,Улица Горчакова,"(55.542281, 37.532063)"
homeowner,19,22,4,101.0,23500000.0,Южное Тушино,Светлогорский проезд,Трикотажная,"(55.833137, 37.398967)"
unknown,4,22,4,98.8,23500000.0,Южное Бутово,бульвар Адмирала Ушакова,Улица Скобелевская,"(55.548103, 37.552721)"
real_estate_agent,24,26,4,71.4,23900000.0,Головинский,Кронштадтский бульвар,Водный стадион,"(55.838978, 37.487515)"
real_estate_agent,24,26,4,71.4,23900000.0,Головинский,Кронштадтский бульвар,Водный стадион,"(55.838978, 37.487515)"
real_estate_agent,2,10,4,95.8,23700000.0,Южное Бутово,Чечерский проезд,Бунинская аллея,"(55.537977, 37.515899)"
realtor,5,14,4,88.2,23900000.0,Северное Бутово,Старобитцевская ,Улица Старокачаловская,"(55.569194, 37.576074)"
real_estate_agent,17,18,4,101.2,24000000.0,Бутырский, Милашенкова,Фонвизинская,"(55.822778, 37.588056)"
real_estate_agent,4,5,4,100.0,24000000.0,Сокольники, 4-я Сокольническая,Сокольники,"(55.789282, 37.679895)"
realtor,8,10,4,90.4,24000000.0,Марьино, Марьинский Парк,Братиславская,"(55.658817, 37.748415)"
unknown,4,22,4,98.0,24000000.0,Южное Бутово,бульвар Адмирала Ушакова,Улица Скобелевская,"(55.548103, 37.552721)"
unknown,1,5,4,92.7,24000000.0,Останкинский, Годовикова,Алексеевская,"(55.807794, 37.638699)"
homeowner,5,17,4,90.3,24000000.0,Ново-Переделкино,Лукинская ,Новопеределкино,"(55.6385, 37.3544)"
unknown,4,5,4,100.0,24000000.0,Перово, Лазо,Перово,"(55.75098, 37.78422)"
realtor,2,8,4,72.0,24000000.0,Таганский,Абельмановская ,Пролетарская,"(55.731546, 37.666917)"
homeowner,13,17,4,86.0,24200000.0,Марьино, Верхние Поля,Братиславская,"(55.658817, 37.748415)"
homeowner,2,5,4,98.2,24200000.0,Текстильщики, Юных Ленинцев,Волжская,"(55.690446, 37.754314)"
unknown,2,5,4,94.3,24500000.0,Перово,Федеративный проспект,Перово,"(55.75098, 37.78422)"
homeowner,6,22,4,98.0,24400000.0,Бибирево,Алтуфьевское шоссе,Алтуфьево,"(55.899034, 37.586473)"
realtor,7,24,4,80.4,24599000.0,Орехово-Борисово Южное,Каширское шоссе,Зябликово,"(55.611944, 37.745278)"
homeowner,2,14,4,84.0,24500000.0,Академический,Большая Черемушкинская ,Крымская,"(55.690038, 37.605)"
homeowner,9,10,4,90.3,24490000.0,Марьино,Белореченская ,Братиславская,"(55.658817, 37.748415)"
realtor,4,12,4,94.5,24800000.0,Перово, Лазо,Перово,"(55.75098, 37.78422)"
realtor,4,12,4,94.5,24800000.0,Перово, Лазо,Перово,"(55.75098, 37.78422)"
realtor,5,22,4,101.0,25100000.0,Северное Медведково,Полярная ,Медведково,"(55.888103, 37.661562)"
real_estate_agent,20,24,4,93.5,25000000.0,Текстильщики,1-й Грайвороновский проезд,Текстильщики,"(55.707725, 37.728406)"
realtor,9,12,4,90.3,24990000.0,Северное Бутово, Грина,Бульвар Дмитрия Донского,"(55.568201, 37.576856)"
real_estate_agent,1,17,4,101.0,25000000.0,Митино, Барышиха,Пятницкое шоссе,"(55.853634, 37.353108)"
real_estate_agent,5,5,4,76.8,25000000.0,Перово, Металлургов,Перово,"(55.75098, 37.78422)"
realtor,15,24,4,120.9,25000000.0,Бирюлево Восточное,6-я Радиальная ,Царицыно,"(55.620982, 37.669612)"
unknown,6,14,4,99.4,25000000.0,Выхино-Жулебино,Жулебинский бульвар,Жулебино,"(55.684722, 37.855833)"
homeowner,2,12,4,81.2,25000000.0,Строгино, Твардовского,Строгино,"(55.803831, 37.402405)"
realtor,4,9,4,80.0,25000000.0,Басманный,Басманный тупик,Красные ворота,"(55.768307, 37.6478)"
realtor,2,21,4,95.9,24900000.0,Метрогородок,Открытое шоссе,Бульвар Рокоссовского,"(55.814916, 37.732227)"
realtor,3,9,4,100.0,24900000.0,Чертаново Северное,Чертановская ,Южная,"(55.622436, 37.609047)"
unknown,5,22,4,98.7,25000000.0,Бибирево,Алтуфьевское шоссе,Алтуфьево,"(55.899034, 37.586473)"
unknown,1,10,4,112.0,25000000.0,Митино,Пятницкое шоссе,Пятницкое шоссе,"(55.853634, 37.353108)"
homeowner,14,16,4,82.4,25000000.0,Хорошево-Мневники, Генерала Глаголева,Народное Ополчение,"(55.775697, 37.485071)"
homeowner,7,16,4,98.5,25000000.0,Митино,Пятницкое шоссе,Пятницкое шоссе,"(55.853634, 37.353108)"
realtor,2,5,4,95.9,25200000.0,Можайский, Багрицкого,Давыдково,"(55.71517, 37.45177)"
homeowner,9,22,4,103.0,25300000.0,Дмитровский,Ангарская ,Яхромская,"(55.879904, 37.545429)"
homeowner,4,12,4,98.0,25150000.0,Северное Медведково,Осташковская ,Медведково,"(55.888103, 37.661562)"
realtor,7,16,4,80.0,25500000.0,Новогиреево,Новогиреевская ,Перово,"(55.75098, 37.78422)"
realtor,4,12,4,94.5,25499000.0,Косино-Ухтомский, Рудневка,Лухмановская,"(55.708516, 37.900569)"
homeowner,4,13,4,92.2,25400000.0,Донской,Варшавское шоссе,Верхние котлы,"(55.69, 37.618889)"
unknown,2,5,4,95.2,25900000.0,Головинский,Солнечногорская ,Моссельмаш,"(55.862222, 37.526389)"
realtor,19,24,4,82.7,25800000.0,Южное Бутово, Адмирала Лазарева,Бунинская аллея,"(55.537977, 37.515899)"
unknown,19,24,4,82.7,25800000.0,Южное Бутово, Адмирала Лазарева,Бунинская аллея,"(55.537977, 37.515899)"
homeowner,3,5,4,73.2,25800000.0,Лефортово,Волочаевская ,Серп и Молот,"(55.748056, 37.681944)"
real_estate_agent,11,12,4,98.0,26000000.0,Перово,Перовская ,Перово,"(55.75098, 37.78422)"
