author_type,floor,floors_count,rooms_count,total_meters,price,district,street,underground,lons,lats
Агент по недвижимости,11,20,4,88.0,40.0,Очаково-Матвеевское,м. Мичуринский проспект,Мичуринский проспект,37.485304,55.688203
Риэлтор,2,8,4,100.3,39.95,Пресненский,Рочдельская ,Краснопресненская,37.577114,55.760378
Агент по недвижимости,17,29,4,104.0,40.0,Богородское,Погонный проезд,Белокаменная,37.700556,55.83
Риэлтор,2,9,4,102.0,39.9,Даниловский,Хавская ,Шаболовская,37.607892,55.718828
Агент по недвижимости,6,6,4,115.0,40.0,Тверской,Краснопролетарская ,Новослободская,37.601252,55.779606
Агент по недвижимости,7,9,4,122.3,39.9,Мещанский,проспект Мира,Рижская,37.636114,55.792494
Агент по недвижимости,5,12,4,103.0,40.0,Басманный,Бакунинская ,Бауманская,37.67904,55.772405
Агент по недвижимости,3,4,4,103.7,40.0,Тверской,3-я Тверская-Ямская ,Маяковская,37.596192,55.769808
Агент по недвижимости,2,8,4,103.0,40.0,Дорогомилово,Кутузовский проспект,Парк Победы,37.516865,55.735679
Агент по недвижимости,1,24,4,137.7,39.9,Можайский, Толбухина,Сетунь,37.398473,55.724211
Агент по недвижимости,3,5,4,120.0,40.0,Покровское-Стрешнево,Летная ,Тушинская,37.437024,55.825479
Риэлтор,10,17,4,97.0,39.9,Раменки,Мичуринский проспект,Раменки,37.498725,55.697691
Риэлтор,7,18,4,90.0,40.0,Беговой,Ленинградский проспект,Динамо,37.558212,55.789704
Агент по недвижимости,36,43,4,98.0,40.0,Раменки, Василия Ланового,Аминьевская,37.464931,55.697189
Владелец,2,9,4,64.0,11.99,Солнцево,Родниковая ,Солнцево,37.3911,55.649
Риэлтор,9,9,4,63.2,12.2,Ивановское, Сталеваров,Новогиреево,37.814587,55.752237
Агент по недвижимости,4,9,4,63.2,12.3,Солнцево,Родниковая ,Новопеределкино,37.3544,55.6385
Риэлтор,1,4,4,103.0,12.9,Савеловский,Мирской переулок,Петровский Парк,37.557322,55.791957
Риэлтор,2,9,4,62.6,13.0,Бирюлево Западное,Востряковский проезд,Пражская,37.602386,55.610962
Риэлтор,4,9,4,62.5,13.0,Чертаново Центральное,Чертановская ,Пражская,37.602386,55.610962
Риэлтор,2,9,4,62.4,13.25,Бирюлево Западное,Востряковский проезд,Битца,37.611464,55.571174
Риэлтор,9,9,4,63.9,13.3,Орехово-Борисово Южное,Домодедовская ,Домодедовская,37.717111,55.610131
Агент по недвижимости,1,2,4,90.0,13.5,Пресненский, Пресненский Вал,Улица 1905 года,37.562271,55.763944
Неизвестно,9,9,4,62.7,13.5,Восточное Дегунино,Дубнинская ,Дегунино,37.573232,55.865576
Неизвестно,7,9,4,62.6,13.6,Бибирево, Лескова,Алтуфьево,37.586473,55.899034
Агент по недвижимости,5,9,4,64.2,13.8,Ясенево, Рокотова,Новоясеневская,37.553017,55.601947
Владелец,6,11,4,70.8,13.9,Молжаниновский,Северный ао,Новоподрезково,37.351667,55.936389
Риэлтор,1,14,4,73.8,14.0,Марьино,Подольская ,Курьяново,37.701439,55.649855
Агент по недвижимости,4,12,4,62.4,14.0,Бирюлево Западное,Булатниковская ,Битца,37.611464,55.571174
Риэлтор,2,9,4,62.7,14.0,Выхино-Жулебино,Ташкентский переулок,Юго-Восточная,37.817995,55.705351
Неизвестно,3,9,4,63.0,14.05,Гольяново,Новосибирская ,Щёлковская,37.798261,55.809962
Риэлтор,3,9,4,64.0,14.5,Вешняки,Вешняковская ,Новогиреево,37.814587,55.752237
Риэлтор,1,9,4,64.0,14.5,Печатники, Гурьянова,Печатники,37.728338,55.692921
Риэлтор,2,9,4,68.1,14.99,Косино-Ухтомский,Оренбургская ,Улица Дмитриевского,37.879045,55.710311
Неизвестно,2,9,4,61.5,15.0,Чертаново Южное,Чертановская ,Улица Академика Янгеля,37.601498,55.596753
Агент по недвижимости,6,12,4,70.0,15.2,Алтуфьевский,Путевой проезд,Бескудниково,37.567689,55.882182
Агент по недвижимости,9,9,4,75.0,15.3,Бирюлево Восточное,Лебедянская ,Царицыно,37.669612,55.620982
Агент по недвижимости,4,9,4,64.0,15.4,Гольяново,Хабаровская ,Щёлковская,37.798261,55.809962
Риэлтор,3,9,4,62.7,15.5,Дмитровский,Карельский бульвар,Лианозово,37.544854,55.898614
Риэлтор,2,9,4,62.8,15.5,Зябликово,Кустанайская ,Красногвардейская,37.742697,55.614075
Неизвестно,6,9,4,64.7,15.5,Люблино,Совхозная ,Люблино,37.761639,55.676596
Неизвестно,2,9,4,63.9,15.6,Орехово-Борисово Северное,Каширское шоссе,Домодедовская,37.717111,55.610131
Владелец,3,9,4,62.4,15.85,Чертаново Центральное, Красного Маяка,Пражская,37.602386,55.610962
Владелец,4,5,4,63.0,15.8,Косино-Ухтомский,Оренбургская ,Улица Дмитриевского,37.879045,55.710311
Риэлтор,7,9,4,62.7,15.9,Рязанский,Зеленодольская ,Окская,37.781272,55.718623
Риэлтор,6,9,4,63.0,15.93,Южное Тушино,Штурвальная ,Сходненская,37.44076,55.84926
Владелец,2,9,4,68.1,16.0,Косино-Ухтомский,Оренбургская ,Улица Дмитриевского,37.879045,55.710311
Агент по недвижимости,8,9,4,64.0,16.2,Рязанский,Зарайская ,Плющево,37.774167,55.730556
Агент по недвижимости,1,9,4,77.9,16.2,Ховрино,Онежская ,Грачёвская,37.509167,55.869444
Владелец,4,9,4,75.9,16.3,Бирюлево Восточное,Бирюлевская ,Покровское,37.632071,55.602968
Риэлтор,3,14,4,78.0,16.4,Ново-Переделкино, Скульптора Мухиной,Новопеределкино,37.3544,55.6385
Риэлтор,1,9,4,62.5,16.5,Ясенево, Айвазовского,Ясенево,37.5334,55.606182
Агент по недвижимости,7,9,4,63.4,16.5,Чертаново Южное,Чертановская ,Улица Академика Янгеля,37.601498,55.596753
Владелец,6,16,4,71.4,16.5,Можайский,Беловежская ,Сетунь,37.398473,55.724211
Владелец,2,12,4,73.6,16.8,Алтуфьевский,Путевой проезд,Бескудниково,37.567689,55.882182
Риэлтор,2,12,4,77.0,16.95,Люблино,Ставропольская ,Люблино,37.761639,55.676596
Владелец,1,14,4,77.2,16.9,Южное Медведково,Ясный проезд,Отрадное,37.605066,55.864273
Владелец,4,9,4,63.0,16.9,Ясенево,Новоясеневский проспект,Новоясеневская,37.553017,55.601947
Агент по недвижимости,1,5,4,75.2,17.1,Перово,3-я Владимирская ,Перово,37.78422,55.75098
Агент по недвижимости,2,12,4,78.8,17.1,Отрадное,Алтуфьевское шоссе,Владыкино,37.591944,55.847222
Владелец,1,9,4,77.7,17.2,Коньково,Профсоюзная ,Коньково,37.519156,55.631857
Владелец,9,9,4,64.2,17.3,Чертаново Центральное,Днепропетровская ,Южная,37.609047,55.622436
