author_type,floor,floors_count,rooms_count,total_meters,price,district,street,underground,lons,lats
Агент по недвижимости,5,5,3,60.0,32.1,Пресненский,Хлебный переулок,Арбатская,37.60349,55.752312
Агент по недвижимости,10,28,3,62.6,32.2,Раменки,Винницкая ,Раменки,37.498725,55.697691
Риэлтор,7,41,3,71.6,32.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,37.524067,55.757116
Агент по недвижимости,1,18,3,105.8,32.0,Ломоносовский, Архитектора Власова,Профсоюзная,37.562595,55.677671
Застройщик,3,21,3,81.1,32.46,Хорошевский, Зорге,Зорге,37.504444,55.787778
Риэлтор,12,22,3,70.0,32.5,Филевский парк,2-я Филевская ,Филёвский парк,37.483902,55.739665
Агент по недвижимости,6,8,3,81.1,33.4,Беговой, Правды,Белорусская,37.582107,55.777439
Агент по недвижимости,11,42,3,73.5,33.5,Филевский парк,Багратионовский проезд,Фили,37.514035,55.746763
Агент по недвижимости,14,25,3,69.5,34.0,Покровское-Стрешнево,Волоколамское шоссе,Трикотажная,37.398967,55.833137
Агент по недвижимости,38,46,3,55.5,34.4,Даниловский,Дубининская ,Серпуховская,37.624792,55.726548
Застройщик,11,57,3,85.84,34.6,Бутырский,Огородный проезд,Бутырская,37.602778,55.813333
Застройщик,26,29,3,79.3,34.42,Очаково-Матвеевское,Аминьевское шоссе,Аминьевская,37.464931,55.697189
Агент по недвижимости,8,25,3,79.6,34.5,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,37.524067,55.757116
Агент по недвижимости,15,34,3,87.0,34.5,Аэропорт,Кочновский проезд,Гражданская,37.553316,55.805483
Агент по недвижимости,15,33,3,70.0,34.7,Бутырский, Руставели,Бутырская,37.602778,55.813333
Агент по недвижимости,3,3,3,89.3,35.3,Мещанский,Большой Сухаревский переулок,Сухаревская,37.63285,55.772315
Застройщик,9,23,3,85.0,35.28,Басманный, Фридриха Энгельса,Бауманская,37.67904,55.772405
Агент по недвижимости,12,17,3,98.5,35.0,Даниловский,2-я оч.,ЗИЛ,37.648333,55.698333
Застройщик,3,20,3,88.8,35.7,Даниловский,Автозаводская ,Тульская,37.622569,55.70961
Застройщик,2,22,3,72.4,35.86,Марьина роща,Полковая ,Савёловская,37.587163,55.794054
Агент по недвижимости,38,51,3,66.9,36.0,Пресненский,Шмитовский проезд,Шелепиха,37.524067,55.757116
Застройщик,39,51,3,81.91,36.18,Пресненский,Шелепихинское шоссе,Шелепиха,37.524067,55.757116
Застройщик,14,20,3,63.63,36.33,Даниловский,Автозаводская ,Тульская,37.622569,55.70961
Агент по недвижимости,2,8,3,66.4,36.39,Раменки,Винницкая ,Раменки,37.498725,55.697691
Застройщик,14,42,3,68.9,36.79,Котловка,Севастопольский проспект,Нагорная,37.610397,55.672962
Застройщик,10,23,3,84.0,36.46,Басманный, Фридриха Энгельса,Бауманская,37.67904,55.772405
Титулованный застройщик,28,28,3,62.0,36.53,Раменки,Винницкая ,Раменки,37.498725,55.697691
Застройщик,6,23,3,90.0,36.45,Басманный, Фридриха Энгельса,Бауманская,37.67904,55.772405
Агент по недвижимости,47,59,3,138.0,36.5,Ростокино,проспект Мира,Ростокино,37.667778,55.839444
Агент по недвижимости,22,33,3,68.5,37.0,Хорошево-Мневники,Причальный проезд,Шелепиха,37.524067,55.757116
Застройщик,9,15,3,82.77,37.46,Даниловский,Автозаводская ,Тульская,37.622569,55.70961
Застройщик,9,16,3,81.3,37.22,Даниловский, Архитектора Щусева,ЗИЛ,37.648333,55.698333
Агент по недвижимости,6,24,3,72.2,37.5,Хорошевский,Хорошевское шоссе,Хорошёвская,37.520797,55.776862
Агент по недвижимости,26,37,3,78.0,37.2,Раменки,Мосфильмовская ,Аминьевская,37.464931,55.697189
Агент по недвижимости,3,14,3,70.0,38.0,Раменки,проспект Генерала Дорохова,Минская,37.497872,55.723947
Агент по недвижимости,11,17,3,66.3,38.0,Даниловский,проспект Лихачева,Технопарк,37.664167,55.695
Агент по недвижимости,2,21,3,85.0,38.0,Филевский парк,Береговой проезд,Фили,37.514035,55.746763
Агент по недвижимости,3,8,3,81.0,37.9,Ломоносовский, Марии Ульяновой,Проспект Вернадского,37.504584,55.676549
Агент по недвижимости,8,59,3,128.0,39.0,Ростокино,проспект Мира,Ростокино,37.667778,55.839444
Агент по недвижимости,5,7,3,95.0,39.0,Басманный, Земляной Вал,Курская,37.659039,55.758564
Застройщик,1,29,3,101.9,39.41,Богородское,Открытое шоссе,Бульвар Рокоссовского,37.732227,55.814916
Агент по недвижимости,25,29,3,112.0,39.35,Очаково-Матвеевское,Аминьевское шоссе,Аминьевская,37.464931,55.697189
Застройщик,4,41,3,60.43,39.82,Раменки,1-й Сетуньский проезд,Лужники,37.563056,55.720278
Застройщик,10,21,3,99.4,39.77,Савеловский,Старый Петровско-Разумовский проезд,Гражданская,37.553316,55.805483
Агент по недвижимости,2,6,3,70.8,39.5,Даниловский,проспект Лихачева,Технопарк,37.664167,55.695
Агент по недвижимости,19,24,3,83.3,39.5,Ховрино,Беломорская ,Беломорская,37.475692,55.865369
Застройщик,4,6,3,80.0,40.0,Хорошево-Мневники, Саляма Адиля,Народное Ополчение,37.485071,55.775697
Агент по недвижимости,12,48,3,83.1,40.0,Хорошево-Мневники, Народного Ополчения,Народное Ополчение,37.485071,55.775697
Агент по недвижимости,11,38,3,109.0,40.0,Ростокино,проспект Мира,Ростокино,37.667778,55.839444
Агент по недвижимости,8,14,3,70.6,40.0,Раменки,проспект Генерала Дорохова,Ломоносовский проспект,37.516063,55.70706
Агент по недвижимости,8,18,3,84.0,39.9,Раменки, Янковского,Аминьевская,37.464931,55.697189
Риэлтор,9,9,3,53.0,12.2,Царицыно, Медиков,Кантемировская,37.656218,55.636107
Агент по недвижимости,3,9,3,59.5,12.3,Вешняки, Красный Казанец,Выхино,37.816788,55.715983
Агент по недвижимости,2,9,3,58.4,12.45,Чертаново Южное,Чертановская ,Улица Академика Янгеля,37.601498,55.596753
Агент по недвижимости,2,9,3,58.3,12.7,Отрадное,Алтуфьевское шоссе,Отрадное,37.605066,55.864273
Агент по недвижимости,2,9,3,58.3,12.7,Чертаново Южное,Россошанский проезд,Улица Академика Янгеля,37.601498,55.596753
Риэлтор,1,9,3,59.0,12.7,Вешняки, Молдагуловой,Выхино,37.816788,55.715983
Агент по недвижимости,8,9,3,58.4,13.0,Ярославский,Ярославское шоссе,ВДНХ,37.640751,55.819626
Агент по недвижимости,1,9,3,53.0,13.0,Бибирево, Коненкова,Бибирево,37.603011,55.883868
Агент по недвижимости,5,5,3,53.6,13.2,Измайлово,5-я Парковая ,Первомайская,37.799364,55.794376
Риэлтор,1,5,3,67.0,13.3,Лефортово, Пруд-Ключики,Авиамоторная,37.717444,55.751933
Агент по недвижимости,6,9,3,56.5,13.3,Головинский,Кронштадтский бульвар,Коптево,37.520037,55.839637
Риэлтор,2,9,3,60.5,13.49,Зябликово,Кустанайская ,Шипиловская,37.743611,55.621667
Агент по недвижимости,1,9,3,59.4,13.5,Орехово-Борисово Северное,Ореховый бульвар,Домодедовская,37.717111,55.610131
Риэлтор,1,12,3,62.7,13.6,Бирюлево Западное,Харьковский проезд,Пражская,37.602386,55.610962
Агент по недвижимости,3,12,3,63.3,13.8,Бирюлево Восточное,Касимовская ,Царицыно,37.669612,55.620982
Агент по недвижимости,13,18,3,75.0,13.9,Южное Бутово, Захарьинские Дворики,Щербинка,37.562191,55.510155
Владелец,8,9,3,57.5,14.0,Рязанский, Академика Скрябина,Рязанский проспект,37.792694,55.716139
Владелец,3,9,3,58.5,14.0,Чертаново Центральное,Чертановская ,Пражская,37.602386,55.610962
Агент по недвижимости,4,12,3,63.2,14.15,Бибирево,Белозерская ,Бибирево,37.603011,55.883868
Агент по недвижимости,11,19,3,74.0,14.5,Некрасовка,проспект Защитников Москвы,Некрасовка,37.92803,55.702967
Агент по недвижимости,4,9,3,59.3,14.5,Северное Измайлово,Сиреневый бульвар,Щёлковская,37.798261,55.809962
Агент по недвижимости,2,9,3,62.8,14.9,Можайский,Беловежская ,Сетунь,37.398473,55.724211
Агент по недвижимости,8,9,3,51.0,14.8,Северное Медведково,проезд Шокальского,Медведково,37.661562,55.888103
Риэлтор,8,9,3,51.0,14.8,Строгино,Строгинский бульвар,Строгино,37.402405,55.803831
Агент по недвижимости,7,17,3,75.0,14.99,Южное Тушино, Василия Петушкова,Трикотажная,37.398967,55.833137
Агент по недвижимости,9,9,3,63.5,15.0,Чертаново Южное,Чертановская ,Пражская,37.602386,55.610962
Агент по недвижимости,4,9,3,60.1,15.2,Орехово-Борисово Южное,Каширское шоссе,Домодедовская,37.717111,55.610131
Застройщик,26,30,3,56.5,15.55,Южное Бутово,м. Бунинская аллея,Бунинская аллея,37.515899,55.537977
Застройщик,17,30,3,61.6,15.54,Южное Бутово,к2.4,Улица Горчакова,37.532063,55.542281
Агент по недвижимости,4,9,3,55.0,15.45,Ясенево, Рокотова,Ясенево,37.5334,55.606182
Агент по недвижимости,10,12,3,64.0,15.5,Головинский,1-й Лихачевский переулок,Коптево,37.520037,55.839637
Агент по недвижимости,2,9,3,59.7,15.5,Чертаново Центральное, Красного Маяка,Пражская,37.602386,55.610962
Неизвестно,3,25,3,86.0,15.5,Коньково,Миклухо-Маклая ,Беляево,37.526115,55.642357
Неизвестно,9,16,3,75.0,15.7,Восточное Дегунино,Керамический проезд,Лианозово,37.544854,55.898614
Застройщик,3,9,3,78.6,15.84,Южное Бутово,Варшавское шоссе,Щербинка,37.562191,55.510155
Застройщик,4,9,3,79.5,15.9,Южное Бутово,Варшавское шоссе,Щербинка,37.562191,55.510155
Агент по недвижимости,9,17,3,72.7,15.8,Некрасовка,Рождественская ,Некрасовка,37.92803,55.702967
Агент по недвижимости,5,9,3,60.0,15.8,Северное Медведково,Широкая ,Медведково,37.661562,55.888103
Агент по недвижимости,4,5,3,55.6,15.8,Москворечье-Сабурово,Каширское шоссе,Каширская,37.647639,55.654462
Застройщик,9,12,3,62.7,15.76,Молжаниновский,Ленинградское шоссе,Новоподрезково,37.351667,55.936389
Застройщик,6,15,3,62.9,15.83,Молжаниновский,Ленинградское шоссе,Подрезково,37.334722,55.941667
Застройщик,6,14,3,62.8,15.88,Молжаниновский,Ленинградское шоссе,Химки,37.450833,55.894444
Застройщик,2,14,3,68.3,15.75,Молжаниновский,Ленинградское шоссе,Химки,37.450833,55.894444
Риэлтор,13,18,3,47.7,16.0,Останкинский,Березовая аллея,Ботанический сад,37.637811,55.844597
Неизвестно,3,9,3,63.0,16.0,Орехово-Борисово Южное,Воронежская ,Зябликово,37.745278,55.611944
Застройщик,2,9,3,81.2,16.16,Южное Бутово,Варшавское шоссе,Щербинка,37.562191,55.510155
Риэлтор,5,22,3,100.5,16.08,Бирюлево Восточное,6-я Радиальная ,Царицыно,37.669612,55.620982
Застройщик,25,30,3,66.6,16.25,Южное Бутово,м. Бунинская аллея,Бунинская аллея,37.515899,55.537977
Агент по недвижимости,6,16,3,65.2,16.2,Лианозово,Новгородская ,Алтуфьево,37.586473,55.899034
Застройщик,12,14,3,68.2,16.22,Молжаниновский,Ленинградское шоссе,Новоподрезково,37.351667,55.936389
Застройщик,3,15,3,68.2,16.23,Молжаниновский,Ленинградское шоссе,Подрезково,37.334722,55.941667
Риэлтор,13,22,3,100.5,16.28,Бирюлево Восточное,6-я Радиальная ,Царицыно,37.669612,55.620982
Застройщик,28,30,3,66.9,16.47,Южное Бутово,к2.4,Улица Горчакова,37.532063,55.542281
Агент по недвижимости,25,25,3,77.3,16.5,Митино,Муравская ,Пятницкое шоссе,37.353108,55.853634
Агент по недвижимости,5,14,3,80.2,16.6,Южное Бутово,Бартеневская ,Бульвар Адмирала Ушакова,37.542329,55.545207
Агент по недвижимости,4,9,3,57.0,16.6,Северное Тушино, Героев Панфиловцев,Сходненская,37.44076,55.84926
Застройщик,4,9,3,80.5,16.64,Южное Бутово,Варшавское шоссе,Щербинка,37.562191,55.510155
Застройщик,2,14,3,84.2,16.7,Молжаниновский,Ленинградское шоссе,Химки,37.450833,55.894444
Застройщик,3,14,3,75.9,16.64,Молжаниновский,Ленинградское шоссе,Химки,37.450833,55.894444
Застройщик,17,18,3,48.38,16.7,Щукино,Большой Волоколамский проезд,Стрешнево,37.476699,55.814204
Застройщик,2,28,3,77.6,16.89,Ховрино,Флотская ,Речной вокзал,82.93827,55.008738
Агент по недвижимости,7,9,3,59.0,16.7,Коньково, Академика Волгина,Беляево,37.526115,55.642357
Застройщик,8,14,3,77.8,16.85,Молжаниновский,Ленинградское шоссе,Новоподрезково,37.351667,55.936389
Владелец,4,16,3,70.0,16.8,Орехово-Борисово Южное, Генерала Белова,Домодедовская,37.717111,55.610131
Застройщик,3,14,3,77.9,17.01,Молжаниновский,Ленинградское шоссе,Беломорская,37.475692,55.865369
Застройщик,5,14,3,83.9,16.96,Молжаниновский,Ленинградское шоссе,Новоподрезково,37.351667,55.936389
Агент по недвижимости,5,16,3,65.9,16.94,Лианозово,Череповецкая ,Алтуфьево,37.586473,55.899034
Агент по недвижимости,4,5,3,61.4,17.0,Южнопортовый, Мельникова,Пролетарская,37.666917,55.731546
Застройщик,2,14,3,79.5,17.03,Молжаниновский,Ленинградское шоссе,Беломорская,37.475692,55.865369
Агент по недвижимости,12,14,3,78.0,16.95,Царицыно,Кантемировская ,Кантемировская,37.656218,55.636107
Агент по недвижимости,12,16,3,65.4,16.9,Перово,Мастеровая ,Перово,37.78422,55.75098
Риэлтор,3,16,3,65.0,17.0,Коньково,Севастопольский проспект,Беляево,37.526115,55.642357
Застройщик,19,25,3,72.7,17.14,Митино,Муравская ,Пятницкое шоссе,37.353108,55.853634
Застройщик,2,26,3,65.0,17.07,Царицыно,Севанская ,Каширская,37.647639,55.654462
Застройщик,12,32,3,72.3,17.39,Митино,Северо-Западный ао,Пятницкое шоссе,37.353108,55.853634
Застройщик,6,25,3,77.6,17.39,Митино,Муравская ,Пятницкое шоссе,37.353108,55.853634
Застройщик,30,30,3,58.7,17.23,Южное Бутово,к2.2,Бунинская аллея,37.515899,55.537977
Застройщик,4,15,3,77.8,17.26,Молжаниновский,Ленинградское шоссе,Подрезково,37.334722,55.941667
Агент по недвижимости,15,17,3,75.6,17.3,Внуково,Интернациональная ,Аэропорт Внуково,37.287702,55.607087
Агент по недвижимости,19,23,3,79.2,17.2,Некрасовка, Маресьева,Некрасовка,37.92803,55.702967
Застройщик,3,15,3,83.9,17.54,Молжаниновский,Ленинградское шоссе,Подрезково,37.334722,55.941667
Риэлтор,4,9,3,59.0,17.5,Кузьминки, Федора Полетаева,Кузьминки,37.763295,55.705493
Неизвестно,10,15,3,73.2,17.5,Солнцево,Родниковая ,Солнцево,37.3911,55.649
Застройщик,21,30,3,64.3,17.75,Южное Бутово,к2.2,Бунинская аллея,37.515899,55.537977
Застройщик,15,25,3,78.9,17.85,Митино,Муравская ,Пятницкое шоссе,37.353108,55.853634
Застройщик,24,30,3,75.7,17.75,Южное Бутово,м. Бунинская аллея,Бунинская аллея,37.515899,55.537977
Застройщик,12,24,3,60.9,17.76,Солнцево,Производственная ,Солнцево,37.3911,55.649
Застройщик,21,30,3,71.8,18.02,Южное Бутово,м. Бунинская аллея,Бунинская аллея,37.515899,55.537977
Застройщик,2,33,3,71.5,17.9,Люблино,14.5,Братиславская,37.748415,55.658817
Агент по недвижимости,6,16,3,68.3,18.0,Северное Медведково,Северодвинская ,Медведково,37.661562,55.888103
Агент по недвижимости,10,22,3,56.0,18.0,Хорошевский,1-я Магистральная ,Хорошёвская,37.520797,55.776862
Застройщик,3,32,3,81.0,18.19,Митино,Северо-Западный ао,Пятницкое шоссе,37.353108,55.853634
Застройщик,29,30,3,63.2,18.28,Южное Бутово,к2.1,Бунинская аллея,37.515899,55.537977
Застройщик,5,24,3,69.4,18.28,Западное Дегунино,Северный ао,Речной вокзал,82.93827,55.008738
Застройщик,3,32,3,72.8,18.44,Западное Дегунино,Северный ао,Речной вокзал,82.93827,55.008738
Застройщик,23,36,3,69.3,18.4,Ярославский,проспект Мира,Ростокино,37.667778,55.839444
Застройщик,2,23,3,85.3,18.32,Куркино,Куркинское шоссе,Химки,37.450833,55.894444
Застройщик,30,32,3,69.7,18.54,Западное Дегунино,Северный ао,Речной вокзал,82.93827,55.008738
Застройщик,16,19,3,81.0,18.59,Митино,Северо-Западный ао,Пятницкое шоссе,37.353108,55.853634
Застройщик,3,26,3,71.0,18.64,Царицыно,Севанская ,Каширская,37.647639,55.654462
Застройщик,21,30,3,69.5,18.57,Южное Бутово,к2.2,Бунинская аллея,37.515899,55.537977
Владелец,6,9,3,74.3,18.55,Солнцево,Родниковая ,Солнцево,37.3911,55.649
Владелец,5,5,3,73.0,18.5,Коптево,бульвар Матроса Железняка,Коптево,37.520037,55.839637
Застройщик,6,19,3,84.1,18.74,Митино,Северо-Западный ао,Пятницкое шоссе,37.353108,55.853634
Застройщик,4,14,3,83.8,18.82,Молжаниновский,Ленинградское шоссе,Беломорская,37.475692,55.865369
Застройщик,3,23,3,86.1,18.69,Куркино,Куркинское шоссе,Химки,37.450833,55.894444
Застройщик,12,22,3,72.0,18.7,Покровское-Стрешнево,Волоколамское шоссе,Спартак,37.4352,55.8182
Застройщик,8,32,3,73.6,18.91,Западное Дегунино,Северный ао,Речной вокзал,82.93827,55.008738
Застройщик,2,32,3,72.4,19.05,Западное Дегунино,Северный ао,Речной вокзал,82.93827,55.008738
Застройщик,2,19,3,81.0,19.0,Митино,Северо-Западный ао,Пятницкое шоссе,37.353108,55.853634
Агент по недвижимости,6,9,3,65.3,18.9,Марьина роща, Сущевский Вал,Савёловская,37.587163,55.794054
Застройщик,3,17,3,73.8,18.97,Люблино,14.6,Братиславская,37.748415,55.658817
Застройщик,2,23,3,88.1,18.87,Куркино,Куркинское шоссе,Химки,37.450833,55.894444
Агент по недвижимости,9,9,3,53.2,18.9,Даниловский,Дербеневская набережная,Крестьянская застава,37.665325,55.732278
Застройщик,13,15,3,77.9,18.97,Молжаниновский,Ленинградское шоссе,Беломорская,37.475692,55.865369
Владелец,13,19,3,53.8,19.0,Фили-Давыдково,Славянский бульвар,Славянский бульвар,37.470973,55.729542
Застройщик,2,24,3,77.1,19.15,Западное Дегунино,Северный ао,Речной вокзал,82.93827,55.008738
Застройщик,2,30,3,86.8,19.07,Южное Бутово,к2.2,Бунинская аллея,37.515899,55.537977
Застройщик,22,29,3,57.7,19.39,Черемушки, Наметкина,Новые Черёмушки,37.554493,55.670077
Застройщик,15,24,3,85.2,19.26,Митино,Муравская ,Пятницкое шоссе,37.353108,55.853634
Агент по недвижимости,2,22,3,103.0,19.25,Бирюлево Восточное,6-я Радиальная ,Царицыно,37.669612,55.620982
Агент по недвижимости,1,17,3,73.8,19.5,Братеево, Борисовские Пруды,Борисово,37.743333,55.6325
Риэлтор,2,16,3,65.2,19.5,Коптево, Космонавта Волкова,Красный Балтиец,37.526618,55.815478
Застройщик,4,15,3,76.3,19.57,Молжаниновский,Ленинградское шоссе,Беломорская,37.475692,55.865369
Агент по недвижимости,15,17,3,75.0,19.5,Южное Бутово,Веневская ,Бульвар Адмирала Ушакова,37.542329,55.545207
Неизвестно,3,19,3,76.1,19.5,Солнцево, Авиаторов,Солнцево,37.3911,55.649
Риэлтор,8,12,3,62.1,19.4,Гольяново,Уральская ,Щёлковская,37.798261,55.809962
Неизвестно,7,12,3,58.5,19.5,Алексеевский,Новоалексеевская ,Алексеевская,37.638699,55.807794
Застройщик,2,32,3,77.7,19.67,Западное Дегунино,Северный ао,Речной вокзал,82.93827,55.008738
Застройщик,2,15,3,84.0,19.62,Молжаниновский,Ленинградское шоссе,Беломорская,37.475692,55.865369
Агент по недвижимости,2,17,3,72.4,19.6,Крылатское,Рублевское шоссе,Крылатское,37.408139,55.756842
Риэлтор,12,12,3,65.5,19.7,Бескудниковский,Бескудниковский бульвар,Селигерская,37.547117,55.866556
Застройщик,2,14,3,70.4,19.97,Рязанский,Рязанский проспект,Окская,37.781272,55.718623
Застройщик,29,30,3,67.1,19.9,Рязанский,Рязанский проспект,Окская,37.781272,55.718623
Риэлтор,2,12,3,79.6,19.99,Строгино,Таллинская ,Строгино,37.402405,55.803831
Застройщик,19,29,3,58.9,20.08,Черемушки, Наметкина,Новые Черёмушки,37.554493,55.670077
Агент по недвижимости,7,9,3,58.2,20.0,Преображенское,Большая Черкизовская ,Преображенская площадь,37.713582,55.796322
Владелец,10,16,3,74.2,20.1,Чертаново Центральное,Кировоградская ,Пражская,37.602386,55.610962
Застройщик,9,13,3,58.6,20.3,Метрогородок,Тагильская ,Бульвар Рокоссовского,37.732227,55.814916
Агент по недвижимости,9,9,3,55.3,20.2,Фили-Давыдково,Давыдковская ,Славянский бульвар,37.470973,55.729542
Риэлтор,4,15,3,72.6,20.33,Царицыно,Пролетарский проспект,Кантемировская,37.656218,55.636107
Агент по недвижимости,2,5,3,77.0,20.5,Соколиная гора,Зверинецкая ,Измайлово,37.742778,55.788611
Застройщик,2,12,3,73.6,20.47,Рязанский,Рязанский проспект,Окская,37.781272,55.718623
Застройщик,3,32,3,79.6,20.59,Западное Дегунино,Северный ао,Речной вокзал,82.93827,55.008738
Застройщик,26,30,3,49.54,20.57,Можайский, Петра Алексеева,Рабочий посёлок,37.417877,55.726918
Неизвестно,4,14,3,70.86,20.5,Москворечье-Сабурово,переулок 2-й Котляковский,Варшавская,37.619711,55.653406
Застройщик,2,29,3,68.1,20.77,Черемушки, Наметкина,Новые Черёмушки,37.554493,55.670077
Застройщик,3,29,3,67.3,20.73,Черемушки, Наметкина,Новые Черёмушки,37.554493,55.670077
Застройщик,2,12,3,68.8,20.7,Гольяново,Монтажная ,Щёлковская,37.798261,55.809962
Агент по недвижимости,11,17,3,74.1,20.7,Отрадное,Алтуфьевское шоссе,Отрадное,37.605066,55.864273
Застройщик,2,23,3,66.6,20.95,Гольяново,Монтажная ,Щёлковская,37.798261,55.809962
Застройщик,11,25,3,59.4,20.9,Метрогородок,Тагильская ,Бульвар Рокоссовского,37.732227,55.814916
Застройщик,2,25,3,60.8,20.92,Метрогородок,Тагильская ,Бульвар Рокоссовского,37.732227,55.814916
Застройщик,2,10,3,61.8,20.95,Метрогородок,Тагильская ,Бульвар Рокоссовского,37.732227,55.814916
Застройщик,2,23,3,65.5,20.91,Гольяново,Монтажная ,Щёлковская,37.798261,55.809962
Риэлтор,6,16,3,71.7,20.99,Гольяново,Щелковское шоссе,Щёлковская,37.798261,55.809962
Агент по недвижимости,5,17,3,75.6,20.95,Нагорный,Болотниковская ,Варшавская,37.619711,55.653406
Застройщик,12,15,3,76.5,21.21,Люблино,Люблинская ,Перерва,37.716998,55.661415
Застройщик,27,32,3,79.4,21.2,Западное Дегунино,Северный ао,Речной вокзал,82.93827,55.008738
Застройщик,8,14,3,73.2,21.1,Рязанский,Рязанский проспект,Окская,37.781272,55.718623
Застройщик,25,30,3,75.2,21.08,Южное Бутово,к2.2,Бунинская аллея,37.515899,55.537977
Застройщик,29,30,3,75.7,21.22,Южное Бутово,к2.1,Бунинская аллея,37.515899,55.537977
Риэлтор,7,14,3,78.0,21.0,Марьино,Новомарьинская ,Марьино,37.743844,55.649158
Агент по недвижимости,3,16,3,72.0,21.15,Теплый Стан,Ленинский проспект,Тропарёво,37.4725,55.6459
Агент по недвижимости,12,22,3,56.8,21.0,Фили-Давыдково,Кременчугская ,Славянский бульвар,37.470973,55.729542
Агент по недвижимости,21,24,3,54.6,21.25,Покровское-Стрешнево,бульвар Чкаловский,Спартак,37.4352,55.8182
Застройщик,14,25,3,59.6,21.3,Метрогородок,Тагильская ,Бульвар Рокоссовского,37.732227,55.814916
Застройщик,31,33,3,72.2,21.62,Метрогородок,к1/2,Измайловская,37.779896,55.787713
Застройщик,3,20,3,67.3,21.58,Преображенское,Потешная ,Преображенская площадь,37.713582,55.796322
Застройщик,2,12,3,72.9,21.45,Гольяново,Монтажная ,Щёлковская,37.798261,55.809962
Риэлтор,10,14,3,78.7,21.5,Бескудниковский,Дубнинская ,Селигерская,37.547117,55.866556
Риэлтор,4,5,3,86.3,21.45,Измайлово,Первомайская ,Измайловская,37.779896,55.787713
Владелец,4,5,3,74.7,21.5,Богородское,Глебовская ,Бульвар Рокоссовского,37.732227,55.814916
Застройщик,2,29,3,71.6,21.87,Черемушки, Наметкина,Новые Черёмушки,37.554493,55.670077
Агент по недвижимости,4,17,3,88.0,22.5,Гольяново,Амурская ,Черкизовская,37.744863,55.802787
Застройщик,2,15,4,84.9,24.03,Гольяново,Монтажная ,Щёлковская,37.798261,55.809962
Агент по недвижимости,5,24,3,82.0,21.8,Метрогородок,Тагильская ,Бульвар Рокоссовского,37.732227,55.814916
Агент по недвижимости,12,24,3,84.4,23.0,Метрогородок,Тагильская ,Черкизовская,37.744863,55.802787
Агент по недвижимости,13,33,3,72.4,20.49,Метрогородок,Открытое шоссе,Бульвар Рокоссовского,37.732227,55.814916
Риэлтор,7,45,3,77.3,20.79,Бескудниковский,Дмитровское шоссе,Селигерская,37.547117,55.866556
Титулованный застройщик,2,17,3,84.8,26.97,Богородское,Краснобогатырская ,Преображенская площадь,37.713582,55.796322
Агент по недвижимости,10,10,4,102.6,39.0,Даниловский,проспект Лихачева,Технопарк,37.664167,55.695
Агент по недвижимости,9,10,4,100.4,31.0,Москворечье-Сабурово,переулок 1-й Котляковский,Варшавская,37.619711,55.653406
Застройщик,17,30,4,93.8,34.06,Щукино,проезд 4-й Красногорский,Стрешнево,37.476699,55.814204
Застройщик,7,25,4,105.5,38.74,Хорошевский, Маргелова,Беговая,37.545518,55.773505
Агент по недвижимости,20,33,4,108.7,34.2,Восточное Дегунино,Дубнинская ,Лианозово,37.544854,55.898614
Агент по недвижимости,3,12,4,73.0,20.6,Лианозово,Алтуфьевское шоссе,Алтуфьево,37.586473,55.899034
Агент по недвижимости,1,18,4,122.4,37.0,Ломоносовский, Архитектора Власова,Профсоюзная,37.562595,55.677671
Агент по недвижимости,27,55,4,96.5,39.99,Хорошево-Мневники, Народного Ополчения,Народное Ополчение,37.485071,55.775697
Агент по недвижимости,21,22,4,101.0,19.98,Марьино,Поречная ,Марьино,37.743844,55.649158
Агент по недвижимости,6,27,4,66.5,37.9,Замоскворечье,Летниковская ,Павелецкая,37.638693,55.729741
Владелец,10,17,4,90.0,33.5,Марьино,Братиславская ,Братиславская,37.748415,55.658817
Агент по недвижимости,11,20,4,109.88,20.5,Бирюлево Восточное,6-я Радиальная ,Царицыно,37.669612,55.620982
Застройщик,2,29,4,101.4,30.15,Южнопортовый,Волгоградский проспект,Дубровка,37.676259,55.71807
Застройщик,15,20,4,91.21,33.59,Даниловский,Автозаводская ,Тульская,37.622569,55.70961
Агент по недвижимости,3,17,4,91.5,32.0,Ростокино,проезд Кадомцева,Ростокино,37.667778,55.839444
Застройщик,18,19,4,98.31,33.84,Покровское-Стрешнево,Волоколамское шоссе,Трикотажная,37.398967,55.833137
Неизвестно,23,25,4,78.0,25.9,Нижегородский,Рязанский проспект,Нижегородская,37.729404,55.731835
Агент по недвижимости,2,6,4,103.7,28.9,Марьина роща, Сущевский Вал,Марьина Роща,37.61618,55.793723
Застройщик,4,35,4,94.1,30.38,Левобережный,Фестивальная ,Речной вокзал,82.93827,55.008738
Агент по недвижимости,6,8,4,115.0,37.5,Басманный, Земляной Вал,Чкаловская,37.659293,55.755951
Агент по недвижимости,22,22,4,100.0,35.0,Раменки,Мичуринский проспект,Раменки,37.498725,55.697691
Застройщик,17,29,4,84.5,29.49,Черемушки, Наметкина,Новые Черёмушки,37.554493,55.670077
Агент по недвижимости,5,34,4,100.0,39.9,Обручевский, Архитектора Власова,Воронцовская,37.539446,55.658845
